"kommun","year","kombef","flland","norden","afrika","asien","latam","europa_notnorden","flykt","nonOECD","nordam_oceanien"
123,1997,0,0,0,0,0,0,0,0,0,0
123,1995,0,0,0,0,0,0,0,0,0,0
123,1994,0,0,0,0,0,0,0,0,0,0
123,1993,0,0,0,0,0,0,0,0,0,0
123,1992,0,0,0,0,0,0,0,0,0,0
123,1991,0,0,0,0,0,0,0,0,0,0
123,1990,0,0,0,0,0,0,0,0,0,0
123,1989,0,0,0,0,0,0,0,0,0,0
123,1988,0,0,0,0,0,0,0,0,0,0
123,1984,0,0,0,0,0,0,0,0,0,0
123,1986,0,0,0,0,0,0,0,0,0,0
123,1983,0,0,0,0,0,0,0,0,0,0
123,1987,0,0,0,0,0,0,0,0,0,0
123,1985,0,0,0,0,0,0,0,0,0,0
123,1982,0,0,0,0,0,0,0,0,0,0
123,1981,0,0,0,0,0,0,0,0,0,0
123,1998,0,0,0,0,0,0,0,0,0,0
125,1993,0,0,0,0,0,0,0,0,0,0
125,1995,0,0,0,0,0,0,0,0,0,0
125,1994,0,0,0,0,0,0,0,0,0,0
125,1996,0,0,0,0,0,0,0,0,0,0
125,1992,0,0,0,0,0,0,0,0,0,0
125,1997,0,0,0,0,0,0,0,0,0,0
125,1991,0,0,0,0,0,0,0,0,0,0
125,1990,0,0,0,0,0,0,0,0,0,0
125,1989,0,0,0,0,0,0,0,0,0,0
125,1988,0,0,0,0,0,0,0,0,0,0
125,1987,0,0,0,0,0,0,0,0,0,0
125,1986,0,0,0,0,0,0,0,0,0,0
125,1983,0,0,0,0,0,0,0,0,0,0
125,1982,0,0,0,0,0,0,0,0,0,0
125,1981,0,0,0,0,0,0,0,0,0,0
125,1984,0,0,0,0,0,0,0,0,0,0
125,1985,0,0,0,0,0,0,0,0,0,0
125,1998,0,0,0,0,0,0,0,0,0,0
126,1996,0,0,0,0,0,0,0,0,0,0
126,1997,0,0,0,0,0,0,0,0,0,0
126,1995,0,0,0,0,0,0,0,0,0,0
126,1994,0,0,0,0,0,0,0,0,0,0
126,1992,0,0,0,0,0,0,0,0,0,0
126,1993,0,0,0,0,0,0,0,0,0,0
126,1991,0,0,0,0,0,0,0,0,0,0
126,1990,0,0,0,0,0,0,0,0,0,0
126,1989,0,0,0,0,0,0,0,0,0,0
126,1988,0,0,0,0,0,0,0,0,0,0
126,1987,0,0,0,0,0,0,0,0,0,0
126,1986,0,0,0,0,0,0,0,0,0,0
126,1985,0,0,0,0,0,0,0,0,0,0
126,1983,0,0,0,0,0,0,0,0,0,0
126,1984,0,0,0,0,0,0,0,0,0,0
126,1982,0,0,0,0,0,0,0,0,0,0
126,1981,0,0,0,0,0,0,0,0,0,0
126,1998,0,0,0,0,0,0,0,0,0,0
127,1992,0,0,0,0,0,0,0,0,0,0
127,1991,0,0,0,0,0,0,0,0,0,0
127,1993,0,0,0,0,0,0,0,0,0,0
127,1990,0,0,0,0,0,0,0,0,0,0
127,1994,0,0,0,0,0,0,0,0,0,0
127,1996,0,0,0,0,0,0,0,0,0,0
127,1995,0,0,0,0,0,0,0,0,0,0
127,1989,0,0,0,0,0,0,0,0,0,0
127,1997,0,0,0,0,0,0,0,0,0,0
127,1982,0,0,0,0,0,0,0,0,0,0
127,1988,0,0,0,0,0,0,0,0,0,0
127,1983,0,0,0,0,0,0,0,0,0,0
127,1987,0,0,0,0,0,0,0,0,0,0
127,1984,0,0,0,0,0,0,0,0,0,0
127,1985,0,0,0,0,0,0,0,0,0,0
127,1986,0,0,0,0,0,0,0,0,0,0
127,1981,0,0,0,0,0,0,0,0,0,0
127,1998,0,0,0,0,0,0,0,0,0,0
128,1993,0,0,0,0,0,0,0,0,0,0
128,1995,0,0,0,0,0,0,0,0,0,0
128,1996,0,0,0,0,0,0,0,0,0,0
128,1997,0,0,0,0,0,0,0,0,0,0
128,1994,0,0,0,0,0,0,0,0,0,0
128,1992,0,0,0,0,0,0,0,0,0,0
128,1991,0,0,0,0,0,0,0,0,0,0
128,1990,0,0,0,0,0,0,0,0,0,0
128,1989,0,0,0,0,0,0,0,0,0,0
128,1982,0,0,0,0,0,0,0,0,0,0
128,1983,0,0,0,0,0,0,0,0,0,0
128,1988,0,0,0,0,0,0,0,0,0,0
128,1984,0,0,0,0,0,0,0,0,0,0
128,1985,0,0,0,0,0,0,0,0,0,0
128,1986,0,0,0,0,0,0,0,0,0,0
128,1987,0,0,0,0,0,0,0,0,0,0
128,1981,0,0,0,0,0,0,0,0,0,0
128,1998,0,0,0,0,0,0,0,0,0,0
136,1991,0,0,0,0,0,0,0,0,0,0
136,1992,0,0,0,0,0,0,0,0,0,0
136,1997,0,0,0,0,0,0,0,0,0,0
136,1996,0,0,0,0,0,0,0,0,0,0
136,1995,0,0,0,0,0,0,0,0,0,0
136,1994,0,0,0,0,0,0,0,0,0,0
136,1993,0,0,0,0,0,0,0,0,0,0
136,1990,0,0,0,0,0,0,0,0,0,0
136,1989,0,0,0,0,0,0,0,0,0,0
136,1988,0,0,0,0,0,0,0,0,0,0
136,1987,0,0,0,0,0,0,0,0,0,0
136,1985,0,0,0,0,0,0,0,0,0,0
136,1986,0,0,0,0,0,0,0,0,0,0
136,1984,0,0,0,0,0,0,0,0,0,0
136,1983,0,0,0,0,0,0,0,0,0,0
136,1982,0,0,0,0,0,0,0,0,0,0
136,1981,0,0,0,0,0,0,0,0,0,0
136,1998,0,0,0,0,0,0,0,0,0,0
138,1995,0,0,0,0,0,0,0,0,0,0
138,1994,0,0,0,0,0,0,0,0,0,0
138,1996,0,0,0,0,0,0,0,0,0,0
138,1997,0,0,0,0,0,0,0,0,0,0
138,1992,0,0,0,0,0,0,0,0,0,0
138,1993,0,0,0,0,0,0,0,0,0,0
138,1991,0,0,0,0,0,0,0,0,0,0
138,1990,0,0,0,0,0,0,0,0,0,0
138,1989,0,0,0,0,0,0,0,0,0,0
138,1988,0,0,0,0,0,0,0,0,0,0
138,1982,0,0,0,0,0,0,0,0,0,0
138,1987,0,0,0,0,0,0,0,0,0,0
138,1983,0,0,0,0,0,0,0,0,0,0
138,1984,0,0,0,0,0,0,0,0,0,0
138,1986,0,0,0,0,0,0,0,0,0,0
138,1981,0,0,0,0,0,0,0,0,0,0
138,1985,0,0,0,0,0,0,0,0,0,0
138,1998,0,0,0,0,0,0,0,0,0,0
139,1997,0,0,0,0,0,0,0,0,0,0
139,1994,0,0,0,0,0,0,0,0,0,0
139,1996,0,0,0,0,0,0,0,0,0,0
139,1992,0,0,0,0,0,0,0,0,0,0
139,1991,0,0,0,0,0,0,0,0,0,0
139,1995,0,0,0,0,0,0,0,0,0,0
139,1993,0,0,0,0,0,0,0,0,0,0
139,1990,0,0,0,0,0,0,0,0,0,0
139,1989,0,0,0,0,0,0,0,0,0,0
139,1988,0,0,0,0,0,0,0,0,0,0
139,1987,0,0,0,0,0,0,0,0,0,0
139,1986,0,0,0,0,0,0,0,0,0,0
139,1985,0,0,0,0,0,0,0,0,0,0
139,1984,0,0,0,0,0,0,0,0,0,0
139,1983,0,0,0,0,0,0,0,0,0,0
139,1981,0,0,0,0,0,0,0,0,0,0
139,1982,0,0,0,0,0,0,0,0,0,0
139,1998,0,0,0,0,0,0,0,0,0,0
140,1981,0,0,0,0,0,0,0,0,0,0
140,1982,0,0,0,0,0,0,0,0,0,0
140,1983,0,0,0,0,0,0,0,0,0,0
140,1984,0,0,0,0,0,0,0,0,0,0
140,1985,0,0,0,0,0,0,0,0,0,0
140,1986,0,0,0,0,0,0,0,0,0,0
140,1987,0,0,0,0,0,0,0,0,0,0
140,1988,0,0,0,0,0,0,0,0,0,0
140,1989,0,0,0,0,0,0,0,0,0,0
140,1990,0,0,0,0,0,0,0,0,0,0
140,1991,0,0,0,0,0,0,0,0,0,0
140,1992,0,0,0,0,0,0,0,0,0,0
140,1993,0,0,0,0,0,0,0,0,0,0
140,1994,0,0,0,0,0,0,0,0,0,0
140,1995,0,0,0,0,0,0,0,0,0,0
140,1996,0,0,0,0,0,0,0,0,0,0
140,1997,0,0,0,0,0,0,0,0,0,0
140,1998,0,0,0,0,0,0,0,0,0,0
160,1992,0,0,0,0,0,0,0,0,0,0
160,1991,0,0,0,0,0,0,0,0,0,0
160,1993,0,0,0,0,0,0,0,0,0,0
160,1994,0,0,0,0,0,0,0,0,0,0
160,1995,0,0,0,0,0,0,0,0,0,0
160,1990,0,0,0,0,0,0,0,0,0,0
160,1997,0,0,0,0,0,0,0,0,0,0
160,1996,0,0,0,0,0,0,0,0,0,0
160,1989,0,0,0,0,0,0,0,0,0,0
160,1988,0,0,0,0,0,0,0,0,0,0
160,1987,0,0,0,0,0,0,0,0,0,0
160,1986,0,0,0,0,0,0,0,0,0,0
160,1985,0,0,0,0,0,0,0,0,0,0
160,1983,0,0,0,0,0,0,0,0,0,0
160,1984,0,0,0,0,0,0,0,0,0,0
160,1982,0,0,0,0,0,0,0,0,0,0
160,1981,0,0,0,0,0,0,0,0,0,0
160,1998,0,0,0,0,0,0,0,0,0,0
162,1994,0,0,0,0,0,0,0,0,0,0
162,1993,0,0,0,0,0,0,0,0,0,0
162,1995,0,0,0,0,0,0,0,0,0,0
162,1997,0,0,0,0,0,0,0,0,0,0
162,1992,0,0,0,0,0,0,0,0,0,0
162,1996,0,0,0,0,0,0,0,0,0,0
162,1991,0,0,0,0,0,0,0,0,0,0
162,1990,0,0,0,0,0,0,0,0,0,0
162,1989,0,0,0,0,0,0,0,0,0,0
162,1988,0,0,0,0,0,0,0,0,0,0
162,1987,0,0,0,0,0,0,0,0,0,0
162,1986,0,0,0,0,0,0,0,0,0,0
162,1985,0,0,0,0,0,0,0,0,0,0
162,1984,0,0,0,0,0,0,0,0,0,0
162,1983,0,0,0,0,0,0,0,0,0,0
162,1981,0,0,0,0,0,0,0,0,0,0
162,1982,0,0,0,0,0,0,0,0,0,0
162,1998,0,0,0,0,0,0,0,0,0,0
163,1994,0,0,0,0,0,0,0,0,0,0
163,1995,0,0,0,0,0,0,0,0,0,0
163,1993,0,0,0,0,0,0,0,0,0,0
163,1992,0,0,0,0,0,0,0,0,0,0
163,1996,0,0,0,0,0,0,0,0,0,0
163,1997,0,0,0,0,0,0,0,0,0,0
163,1991,0,0,0,0,0,0,0,0,0,0
163,1990,0,0,0,0,0,0,0,0,0,0
163,1989,0,0,0,0,0,0,0,0,0,0
163,1988,0,0,0,0,0,0,0,0,0,0
163,1987,0,0,0,0,0,0,0,0,0,0
163,1986,0,0,0,0,0,0,0,0,0,0
163,1985,0,0,0,0,0,0,0,0,0,0
163,1984,0,0,0,0,0,0,0,0,0,0
163,1983,0,0,0,0,0,0,0,0,0,0
163,1982,0,0,0,0,0,0,0,0,0,0
163,1981,0,0,0,0,0,0,0,0,0,0
163,1998,0,0,0,0,0,0,0,0,0,0
180,1997,0,0,0,0,0,0,0,0,0,0
180,1996,0,0,0,0,0,0,0,0,0,0
180,1994,0,0,0,0,0,0,0,0,0,0
180,1995,0,0,0,0,0,0,0,0,0,0
180,1993,0,0,0,0,0,0,0,0,0,0
180,1992,0,0,0,0,0,0,0,0,0,0
180,1991,0,0,0,0,0,0,0,0,0,0
180,1990,0,0,0,0,0,0,0,0,0,0
180,1989,0,0,0,0,0,0,0,0,0,0
180,1988,0,0,0,0,0,0,0,0,0,0
180,1987,0,0,0,0,0,0,0,0,0,0
180,1986,0,0,0,0,0,0,0,0,0,0
180,1985,0,0,0,0,0,0,0,0,0,0
180,1984,0,0,0,0,0,0,0,0,0,0
180,1983,0,0,0,0,0,0,0,0,0,0
180,1982,0,0,0,0,0,0,0,0,0,0
180,1981,0,0,0,0,0,0,0,0,0,0
180,1998,0,0,0,0,0,0,0,0,0,0
181,1990,0,0,0,0,0,0,0,0,0,0
181,1991,0,0,0,0,0,0,0,0,0,0
181,1981,0,0,0,0,0,0,0,0,0,0
181,1982,0,0,0,0,0,0,0,0,0,0
181,1992,0,0,0,0,0,0,0,0,0,0
181,1983,0,0,0,0,0,0,0,0,0,0
181,1989,0,0,0,0,0,0,0,0,0,0
181,1984,0,0,0,0,0,0,0,0,0,0
181,1988,0,0,0,0,0,0,0,0,0,0
181,1985,0,0,0,0,0,0,0,0,0,0
181,1987,0,0,0,0,0,0,0,0,0,0
181,1986,0,0,0,0,0,0,0,0,0,0
181,1993,0,0,0,0,0,0,0,0,0,0
181,1997,0,0,0,0,0,0,0,0,0,0
181,1994,0,0,0,0,0,0,0,0,0,0
181,1996,0,0,0,0,0,0,0,0,0,0
181,1995,0,0,0,0,0,0,0,0,0,0
181,1998,0,0,0,0,0,0,0,0,0,0
182,1997,0,0,0,0,0,0,0,0,0,0
182,1996,0,0,0,0,0,0,0,0,0,0
182,1995,0,0,0,0,0,0,0,0,0,0
182,1994,0,0,0,0,0,0,0,0,0,0
182,1993,0,0,0,0,0,0,0,0,0,0
182,1992,0,0,0,0,0,0,0,0,0,0
182,1991,0,0,0,0,0,0,0,0,0,0
182,1990,0,0,0,0,0,0,0,0,0,0
182,1989,0,0,0,0,0,0,0,0,0,0
182,1988,0,0,0,0,0,0,0,0,0,0
182,1987,0,0,0,0,0,0,0,0,0,0
182,1986,0,0,0,0,0,0,0,0,0,0
182,1985,0,0,0,0,0,0,0,0,0,0
182,1983,0,0,0,0,0,0,0,0,0,0
182,1984,0,0,0,0,0,0,0,0,0,0
182,1982,0,0,0,0,0,0,0,0,0,0
182,1981,0,0,0,0,0,0,0,0,0,0
182,1998,0,0,0,0,0,0,0,0,0,0
183,1995,0,0,0,0,0,0,0,0,0,0
183,1994,0,0,0,0,0,0,0,0,0,0
183,1996,0,0,0,0,0,0,0,0,0,0
183,1993,0,0,0,0,0,0,0,0,0,0
183,1991,0,0,0,0,0,0,0,0,0,0
183,1992,0,0,0,0,0,0,0,0,0,0
183,1997,0,0,0,0,0,0,0,0,0,0
183,1990,0,0,0,0,0,0,0,0,0,0
183,1989,0,0,0,0,0,0,0,0,0,0
183,1988,0,0,0,0,0,0,0,0,0,0
183,1987,0,0,0,0,0,0,0,0,0,0
183,1986,0,0,0,0,0,0,0,0,0,0
183,1985,0,0,0,0,0,0,0,0,0,0
183,1984,0,0,0,0,0,0,0,0,0,0
183,1983,0,0,0,0,0,0,0,0,0,0
183,1982,0,0,0,0,0,0,0,0,0,0
183,1981,0,0,0,0,0,0,0,0,0,0
183,1998,0,0,0,0,0,0,0,0,0,0
184,1993,0,0,0,0,0,0,0,0,0,0
184,1992,0,0,0,0,0,0,0,0,0,0
184,1995,0,0,0,0,0,0,0,0,0,0
184,1994,0,0,0,0,0,0,0,0,0,0
184,1997,0,0,0,0,0,0,0,0,0,0
184,1996,0,0,0,0,0,0,0,0,0,0
184,1991,0,0,0,0,0,0,0,0,0,0
184,1990,0,0,0,0,0,0,0,0,0,0
184,1989,0,0,0,0,0,0,0,0,0,0
184,1988,0,0,0,0,0,0,0,0,0,0
184,1985,0,0,0,0,0,0,0,0,0,0
184,1987,0,0,0,0,0,0,0,0,0,0
184,1986,0,0,0,0,0,0,0,0,0,0
184,1984,0,0,0,0,0,0,0,0,0,0
184,1983,0,0,0,0,0,0,0,0,0,0
184,1982,0,0,0,0,0,0,0,0,0,0
184,1981,0,0,0,0,0,0,0,0,0,0
184,1998,0,0,0,0,0,0,0,0,0,0
186,1996,0,0,0,0,0,0,0,0,0,0
186,1997,0,0,0,0,0,0,0,0,0,0
186,1995,0,0,0,0,0,0,0,0,0,0
186,1994,0,0,0,0,0,0,0,0,0,0
186,1993,0,0,0,0,0,0,0,0,0,0
186,1992,0,0,0,0,0,0,0,0,0,0
186,1991,0,0,0,0,0,0,0,0,0,0
186,1990,0,0,0,0,0,0,0,0,0,0
186,1989,0,0,0,0,0,0,0,0,0,0
186,1988,0,0,0,0,0,0,0,0,0,0
186,1987,0,0,0,0,0,0,0,0,0,0
186,1982,0,0,0,0,0,0,0,0,0,0
186,1986,0,0,0,0,0,0,0,0,0,0
186,1983,0,0,0,0,0,0,0,0,0,0
186,1984,0,0,0,0,0,0,0,0,0,0
186,1981,0,0,0,0,0,0,0,0,0,0
186,1985,0,0,0,0,0,0,0,0,0,0
186,1998,0,0,0,0,0,0,0,0,0,0
187,1997,0,0,0,0,0,0,0,0,0,0
187,1996,0,0,0,0,0,0,0,0,0,0
187,1995,0,0,0,0,0,0,0,0,0,0
187,1994,0,0,0,0,0,0,0,0,0,0
187,1993,0,0,0,0,0,0,0,0,0,0
187,1992,0,0,0,0,0,0,0,0,0,0
187,1990,0,0,0,0,0,0,0,0,0,0
187,1991,0,0,0,0,0,0,0,0,0,0
187,1989,0,0,0,0,0,0,0,0,0,0
187,1988,0,0,0,0,0,0,0,0,0,0
187,1987,0,0,0,0,0,0,0,0,0,0
187,1982,0,0,0,0,0,0,0,0,0,0
187,1986,0,0,0,0,0,0,0,0,0,0
187,1985,0,0,0,0,0,0,0,0,0,0
187,1984,0,0,0,0,0,0,0,0,0,0
187,1983,0,0,0,0,0,0,0,0,0,0
187,1981,0,0,0,0,0,0,0,0,0,0
187,1998,0,0,0,0,0,0,0,0,0,0
188,1995,0,0,0,0,0,0,0,0,0,0
188,1996,0,0,0,0,0,0,0,0,0,0
188,1997,0,0,0,0,0,0,0,0,0,0
188,1994,0,0,0,0,0,0,0,0,0,0
188,1993,0,0,0,0,0,0,0,0,0,0
188,1992,0,0,0,0,0,0,0,0,0,0
188,1991,0,0,0,0,0,0,0,0,0,0
188,1990,0,0,0,0,0,0,0,0,0,0
188,1989,0,0,0,0,0,0,0,0,0,0
188,1988,0,0,0,0,0,0,0,0,0,0
188,1987,0,0,0,0,0,0,0,0,0,0
188,1986,0,0,0,0,0,0,0,0,0,0
188,1985,0,0,0,0,0,0,0,0,0,0
188,1983,0,0,0,0,0,0,0,0,0,0
188,1981,0,0,0,0,0,0,0,0,0,0
188,1982,0,0,0,0,0,0,0,0,0,0
188,1984,0,0,0,0,0,0,0,0,0,0
188,1998,0,0,0,0,0,0,0,0,0,0
191,1991,0,0,0,0,0,0,0,0,0,0
191,1997,0,0,0,0,0,0,0,0,0,0
191,1992,0,0,0,0,0,0,0,0,0,0
191,1990,0,0,0,0,0,0,0,0,0,0
191,1993,0,0,0,0,0,0,0,0,0,0
191,1996,0,0,0,0,0,0,0,0,0,0
191,1994,0,0,0,0,0,0,0,0,0,0
191,1995,0,0,0,0,0,0,0,0,0,0
191,1989,0,0,0,0,0,0,0,0,0,0
191,1983,0,0,0,0,0,0,0,0,0,0
191,1988,0,0,0,0,0,0,0,0,0,0
191,1984,0,0,0,0,0,0,0,0,0,0
191,1985,0,0,0,0,0,0,0,0,0,0
191,1986,0,0,0,0,0,0,0,0,0,0
191,1987,0,0,0,0,0,0,0,0,0,0
191,1982,0,0,0,0,0,0,0,0,0,0
191,1981,0,0,0,0,0,0,0,0,0,0
191,1998,0,0,0,0,0,0,0,0,0,0
192,1997,0,0,0,0,0,0,0,0,0,0
192,1996,0,0,0,0,0,0,0,0,0,0
192,1994,0,0,0,0,0,0,0,0,0,0
192,1995,0,0,0,0,0,0,0,0,0,0
192,1993,0,0,0,0,0,0,0,0,0,0
192,1992,0,0,0,0,0,0,0,0,0,0
192,1991,0,0,0,0,0,0,0,0,0,0
192,1990,0,0,0,0,0,0,0,0,0,0
192,1989,0,0,0,0,0,0,0,0,0,0
192,1988,0,0,0,0,0,0,0,0,0,0
192,1987,0,0,0,0,0,0,0,0,0,0
192,1986,0,0,0,0,0,0,0,0,0,0
192,1985,0,0,0,0,0,0,0,0,0,0
192,1984,0,0,0,0,0,0,0,0,0,0
192,1983,0,0,0,0,0,0,0,0,0,0
192,1981,0,0,0,0,0,0,0,0,0,0
192,1982,0,0,0,0,0,0,0,0,0,0
192,1998,0,0,0,0,0,0,0,0,0,0
305,1991,0,0,0,0,0,0,0,0,0,0
305,1990,0,0,0,0,0,0,0,0,0,0
305,1992,0,0,0,0,0,0,0,0,0,0
305,1997,0,0,0,0,0,0,0,0,0,0
305,1993,0,0,0,0,0,0,0,0,0,0
305,1989,0,0,0,0,0,0,0,0,0,0
305,1996,0,0,0,0,0,0,0,0,0,0
305,1995,0,0,0,0,0,0,0,0,0,0
305,1994,0,0,0,0,0,0,0,0,0,0
305,1988,0,0,0,0,0,0,0,0,0,0
305,1987,0,0,0,0,0,0,0,0,0,0
305,1981,0,0,0,0,0,0,0,0,0,0
305,1986,0,0,0,0,0,0,0,0,0,0
305,1982,0,0,0,0,0,0,0,0,0,0
305,1985,0,0,0,0,0,0,0,0,0,0
305,1984,0,0,0,0,0,0,0,0,0,0
305,1983,0,0,0,0,0,0,0,0,0,0
305,1998,0,0,0,0,0,0,0,0,0,0
319,1992,0,0,0,0,0,0,0,0,0,0
319,1991,0,0,0,0,0,0,0,0,0,0
319,1993,0,0,0,0,0,0,0,0,0,0
319,1990,0,0,0,0,0,0,0,0,0,0
319,1994,0,0,0,0,0,0,0,0,0,0
319,1989,0,0,0,0,0,0,0,0,0,0
319,1995,0,0,0,0,0,0,0,0,0,0
319,1996,0,0,0,0,0,0,0,0,0,0
319,1997,0,0,0,0,0,0,0,0,0,0
319,1988,0,0,0,0,0,0,0,0,0,0
319,1987,0,0,0,0,0,0,0,0,0,0
319,1981,0,0,0,0,0,0,0,0,0,0
319,1982,0,0,0,0,0,0,0,0,0,0
319,1984,0,0,0,0,0,0,0,0,0,0
319,1986,0,0,0,0,0,0,0,0,0,0
319,1983,0,0,0,0,0,0,0,0,0,0
319,1985,0,0,0,0,0,0,0,0,0,0
319,1998,0,0,0,0,0,0,0,0,0,0
330,1981,0,0,0,0,0,0,0,0,0,0
330,1982,0,0,0,0,0,0,0,0,0,0
330,1983,0,0,0,0,0,0,0,0,0,0
330,1984,0,0,0,0,0,0,0,0,0,0
330,1985,0,0,0,0,0,0,0,0,0,0
330,1986,0,0,0,0,0,0,0,0,0,0
330,1987,0,0,0,0,0,0,0,0,0,0
330,1988,0,0,0,0,0,0,0,0,0,0
330,1989,0,0,0,0,0,0,0,0,0,0
330,1990,0,0,0,0,0,0,0,0,0,0
330,1991,0,0,0,0,0,0,0,0,0,0
330,1992,0,0,0,0,0,0,0,0,0,0
330,1993,0,0,0,0,0,0,0,0,0,0
330,1994,0,0,0,0,0,0,0,0,0,0
330,1995,0,0,0,0,0,0,0,0,0,0
330,1996,0,0,0,0,0,0,0,0,0,0
330,1997,0,0,0,0,0,0,0,0,0,0
331,1995,0,0,0,0,0,0,0,0,0,0
331,1994,0,0,0,0,0,0,0,0,0,0
331,1993,0,0,0,0,0,0,0,0,0,0
331,1996,0,0,0,0,0,0,0,0,0,0
331,1992,0,0,0,0,0,0,0,0,0,0
331,1991,0,0,0,0,0,0,0,0,0,0
331,1989,0,0,0,0,0,0,0,0,0,0
331,1990,0,0,0,0,0,0,0,0,0,0
331,1997,0,0,0,0,0,0,0,0,0,0
331,1988,0,0,0,0,0,0,0,0,0,0
331,1987,0,0,0,0,0,0,0,0,0,0
331,1986,0,0,0,0,0,0,0,0,0,0
331,1984,0,0,0,0,0,0,0,0,0,0
331,1981,0,0,0,0,0,0,0,0,0,0
331,1983,0,0,0,0,0,0,0,0,0,0
331,1985,0,0,0,0,0,0,0,0,0,0
331,1982,0,0,0,0,0,0,0,0,0,0
331,1998,0,0,0,0,0,0,0,0,0,0
360,1993,0,0,0,0,0,0,0,0,0,0
360,1994,0,0,0,0,0,0,0,0,0,0
360,1995,0,0,0,0,0,0,0,0,0,0
360,1991,0,0,0,0,0,0,0,0,0,0
360,1990,0,0,0,0,0,0,0,0,0,0
360,1992,0,0,0,0,0,0,0,0,0,0
360,1996,0,0,0,0,0,0,0,0,0,0
360,1997,0,0,0,0,0,0,0,0,0,0
360,1989,0,0,0,0,0,0,0,0,0,0
360,1988,0,0,0,0,0,0,0,0,0,0
360,1987,0,0,0,0,0,0,0,0,0,0
360,1986,0,0,0,0,0,0,0,0,0,0
360,1985,0,0,0,0,0,0,0,0,0,0
360,1983,0,0,0,0,0,0,0,0,0,0
360,1982,0,0,0,0,0,0,0,0,0,0
360,1981,0,0,0,0,0,0,0,0,0,0
